result_id,oligo_id,assay_system,endpoint,concentration_um,timepoint_h,replicate_bio,replicate_tech,batch_id,plate_id,cell_donor_id,value_raw,value_normalized,unit,plate_qc_pass,qc_flag,is_anchor
160,OT-00001,PBMC,IFNa,1.0,24,2,2,BATCH-A,PLT-A-PBM-IFN-0010,DONOR-02,11.884,11.884,% vehicle ctrl,True,pass,1
161,OT-00001,PBMC,IFNa,1.0,24,3,1,BATCH-A,PLT-A-PBM-IFN-0010,DONOR-03,16.006,16.006,% vehicle ctrl,True,pass,1
162,OT-00001,PBMC,IFNa,1.0,24,3,2,BATCH-A,PLT-A-PBM-IFN-0010,DONOR-03,8.528,8.528,% vehicle ctrl,True,pass,1
163,OT-00001,PBMC,IFNa,10.0,24,1,1,BATCH-A,PLT-A-PBM-IFN-0100,DONOR-01,18.868,18.868,% vehicle ctrl,True,pass,1
164,OT-00001,PBMC,IFNa,10.0,24,1,2,BATCH-A,PLT-A-PBM-IFN-0100,DONOR-01,19.809,19.809,% vehicle ctrl,True,pass,1
165,OT-00001,PBMC,IFNa,10.0,24,2,1,BATCH-A,PLT-A-PBM-IFN-0100,DONOR-02,20.547,20.547,% vehicle ctrl,True,pass,1
166,OT-00001,PBMC,IFNa,10.0,24,2,2,BATCH-A,PLT-A-PBM-IFN-0100,DONOR-02,15.229,15.229,% vehicle ctrl,True,pass,1
167,OT-00001,PBMC,IFNa,10.0,24,3,1,BATCH-A,PLT-A-PBM-IFN-0100,DONOR-03,15.711,15.711,% vehicle ctrl,True,pass,1
168,OT-00001,PBMC,IFNa,10.0,24,3,2,BATCH-A,PLT-A-PBM-IFN-0100,DONOR-03,17.485,17.485,% vehicle ctrl,True,pass,1
169,OT-00001,PBMC,IFNa,50.0,24,1,1,BATCH-A,PLT-A-PBM-IFN-0500,DONOR-01,34.396,34.396,% vehicle ctrl,True,pass,1
170,OT-00001,PBMC,IFNa,50.0,24,1,2,BATCH-A,PLT-A-PBM-IFN-0500,DONOR-01,32.16,32.16,% vehicle ctrl,True,pass,1
171,OT-00001,PBMC,IFNa,50.0,24,2,1,BATCH-A,PLT-A-PBM-IFN-0500,DONOR-02,37.006,37.006,% vehicle ctrl,True,pass,1
172,OT-00001,PBMC,IFNa,50.0,24,2,2,BATCH-A,PLT-A-PBM-IFN-0500,DONOR-02,36.62,36.62,% vehicle ctrl,True,pass,1
173,OT-00001,PBMC,IFNa,50.0,24,3,1,BATCH-A,PLT-A-PBM-IFN-0500,DONOR-03,40.768,40.768,% vehicle ctrl,True,pass,1
174,OT-00001,PBMC,IFNa,50.0,24,3,2,BATCH-A,PLT-A-PBM-IFN-0500,DONOR-03,33.307,33.307,% vehicle ctrl,True,pass,1
175,OT-00001,PBMC,IFNa,100.0,24,1,1,BATCH-A,PLT-A-PBM-IFN-1000,DONOR-01,35.03,35.03,% vehicle ctrl,True,pass,1
176,OT-00001,PBMC,IFNa,100.0,24,1,2,BATCH-A,PLT-A-PBM-IFN-1000,DONOR-01,36.291,36.291,% vehicle ctrl,True,pass,1
177,OT-00001,PBMC,IFNa,100.0,24,2,1,BATCH-A,PLT-A-PBM-IFN-1000,DONOR-02,40.053,40.053,% vehicle ctrl,True,pass,1
178,OT-00001,PBMC,IFNa,100.0,24,2,2,BATCH-A,PLT-A-PBM-IFN-1000,DONOR-02,37.38,37.38,% vehicle ctrl,True,pass,1
179,OT-00001,PBMC,IFNa,100.0,24,3,1,BATCH-A,PLT-A-PBM-IFN-1000,DONOR-03,41.096,41.096,% vehicle ctrl,True,pass,1
180,OT-00001,PBMC,IFNa,100.0,24,3,2,BATCH-A,PLT-A-PBM-IFN-1000,DONOR-03,37.459,37.459,% vehicle ctrl,True,pass,1
181,OT-00001,PBMC,IL6,0.01,24,1,1,BATCH-A,PLT-A-PBM-IL6-0000,DONOR-01,14.291,14.291,% vehicle ctrl,True,pass,1
182,OT-00001,PBMC,IL6,0.01,24,1,2,BATCH-A,PLT-A-PBM-IL6-0000,DONOR-01,10.95,10.95,% vehicle ctrl,True,pass,1
183,OT-00001,PBMC,IL6,0.01,24,2,1,BATCH-A,PLT-A-PBM-IL6-0000,DONOR-02,4.733,4.733,% vehicle ctrl,True,pass,1
184,OT-00001,PBMC,IL6,0.01,24,2,2,BATCH-A,PLT-A-PBM-IL6-0000,DONOR-02,8.452,8.452,% vehicle ctrl,True,pass,1
185,OT-00001,PBMC,IL6,0.01,24,3,1,BATCH-A,PLT-A-PBM-IL6-0000,DONOR-03,12.309,12.309,% vehicle ctrl,True,pass,1
186,OT-00001,PBMC,IL6,0.01,24,3,2,BATCH-A,PLT-A-PBM-IL6-0000,DONOR-03,4.533,4.533,% vehicle ctrl,True,pass,1
187,OT-00001,PBMC,IL6,0.1,24,1,1,BATCH-A,PLT-A-PBM-IL6-0001,DONOR-01,8.288,8.288,% vehicle ctrl,True,pass,1
188,OT-00001,PBMC,IL6,0.1,24,1,2,BATCH-A,PLT-A-PBM-IL6-0001,DONOR-01,7.829,7.829,% vehicle ctrl,True,pass,1
189,OT-00001,PBMC,IL6,0.1,24,2,1,BATCH-A,PLT-A-PBM-IL6-0001,DONOR-02,11.611,11.611,% vehicle ctrl,True,pass,1
190,OT-00001,PBMC,IL6,0.1,24,2,2,BATCH-A,PLT-A-PBM-IL6-0001,DONOR-02,10.786,10.786,% vehicle ctrl,True,pass,1
191,OT-00001,PBMC,IL6,0.1,24,3,1,BATCH-A,PLT-A-PBM-IL6-0001,DONOR-03,11.192,11.192,% vehicle ctrl,True,pass,1
192,OT-00001,PBMC,IL6,0.1,24,3,2,BATCH-A,PLT-A-PBM-IL6-0001,DONOR-03,10.222,10.222,% vehicle ctrl,True,pass,1
193,OT-00001,PBMC,IL6,1.0,24,1,1,BATCH-A,PLT-A-PBM-IL6-0010,DONOR-01,11.008,11.008,% vehicle ctrl,True,pass,1
194,OT-00001,PBMC,IL6,1.0,24,1,2,BATCH-A,PLT-A-PBM-IL6-0010,DONOR-01,6.086,6.086,% vehicle ctrl,True,pass,1
195,OT-00001,PBMC,IL6,1.0,24,2,1,BATCH-A,PLT-A-PBM-IL6-0010,DONOR-02,10.444,10.444,% vehicle ctrl,True,pass,1
196,OT-00001,PBMC,IL6,1.0,24,2,2,BATCH-A,PLT-A-PBM-IL6-0010,DONOR-02,14.077,14.077,% vehicle ctrl,True,pass,1
197,OT-00001,PBMC,IL6,1.0,24,3,1,BATCH-A,PLT-A-PBM-IL6-0010,DONOR-03,9.998,9.998,% vehicle ctrl,True,pass,1
198,OT-00001,PBMC,IL6,1.0,24,3,2,BATCH-A,PLT-A-PBM-IL6-0010,DONOR-03,8.064,8.064,% vehicle ctrl,True,pass,1
199,OT-00001,PBMC,IL6,10.0,24,1,1,BATCH-A,PLT-A-PBM-IL6-0100,DONOR-01,11.62,11.62,% vehicle ctrl,True,pass,1
200,OT-00001,PBMC,IL6,10.0,24,1,2,BATCH-A,PLT-A-PBM-IL6-0100,DONOR-01,17.046,17.046,% vehicle ctrl,True,pass,1
201,OT-00001,PBMC,IL6,10.0,24,2,1,BATCH-A,PLT-A-PBM-IL6-0100,DONOR-02,6.277,6.277,% vehicle ctrl,True,pass,1
202,OT-00001,PBMC,IL6,10.0,24,2,2,BATCH-A,PLT-A-PBM-IL6-0100,DONOR-02,20.795,20.795,% vehicle ctrl,True,pass,1
203,OT-00001,PBMC,IL6,10.0,24,3,1,BATCH-A,PLT-A-PBM-IL6-0100,DONOR-03,7.459,7.459,% vehicle ctrl,True,pass,1
204,OT-00001,PBMC,IL6,10.0,24,3,2,BATCH-A,PLT-A-PBM-IL6-0100,DONOR-03,12.41,12.41,% vehicle ctrl,True,pass,1
205,OT-00001,PBMC,IL6,50.0,24,1,1,BATCH-A,PLT-A-PBM-IL6-0500,DONOR-01,40.32,40.32,% vehicle ctrl,True,pass,1
206,OT-00001,PBMC,IL6,50.0,24,1,2,BATCH-A,PLT-A-PBM-IL6-0500,DONOR-01,43.45,43.45,% vehicle ctrl,True,pass,1
207,OT-00001,PBMC,IL6,50.0,24,2,1,BATCH-A,PLT-A-PBM-IL6-0500,DONOR-02,47.191,47.191,% vehicle ctrl,True,pass,1
208,OT-00001,PBMC,IL6,50.0,24,2,2,BATCH-A,PLT-A-PBM-IL6-0500,DONOR-02,43.417,43.417,% vehicle ctrl,True,pass,1
209,OT-00001,PBMC,IL6,50.0,24,3,1,BATCH-A,PLT-A-PBM-IL6-0500,DONOR-03,43.299,43.299,% vehicle ctrl,True,pass,1
210,OT-00001,PBMC,IL6,50.0,24,3,2,BATCH-A,PLT-A-PBM-IL6-0500,DONOR-03,38.128,38.128,% vehicle ctrl,True,pass,1
211,OT-00001,PBMC,IL6,100.0,24,1,1,BATCH-A,PLT-A-PBM-IL6-1000,DONOR-01,55.778,55.778,% vehicle ctrl,True,pass,1
212,OT-00001,PBMC,IL6,100.0,24,1,2,BATCH-A,PLT-A-PBM-IL6-1000,DONOR-01,56.248,56.248,% vehicle ctrl,True,pass,1
213,OT-00001,PBMC,IL6,100.0,24,2,1,BATCH-A,PLT-A-PBM-IL6-1000,DONOR-02,52.224,52.224,% vehicle ctrl,True,pass,1
214,OT-00001,PBMC,IL6,100.0,24,2,2,BATCH-A,PLT-A-PBM-IL6-1000,DONOR-02,54.921,54.921,% vehicle ctrl,True,pass,1
215,OT-00001,PBMC,IL6,100.0,24,3,1,BATCH-A,PLT-A-PBM-IL6-1000,DONOR-03,56.819,56.819,% vehicle ctrl,True,pass,1
216,OT-00001,PBMC,IL6,100.0,24,3,2,BATCH-A,PLT-A-PBM-IL6-1000,DONOR-03,52.159,52.159,% vehicle ctrl,True,pass,1
217,OT-00001,PBMC,TNFa,0.01,24,1,1,BATCH-A,PLT-A-PBM-TNF-0000,DONOR-01,8.665,8.665,% vehicle ctrl,True,pass,1
218,OT-00001,PBMC,TNFa,0.01,24,1,2,BATCH-A,PLT-A-PBM-TNF-0000,DONOR-01,4.968,4.968,% vehicle ctrl,True,pass,1
219,OT-00001,PBMC,TNFa,0.01,24,2,1,BATCH-A,PLT-A-PBM-TNF-0000,DONOR-02,5.22,5.22,% vehicle ctrl,True,pass,1
220,OT-00001,PBMC,TNFa,0.01,24,2,2,BATCH-A,PLT-A-PBM-TNF-0000,DONOR-02,10.97,10.97,% vehicle ctrl,True,pass,1
221,OT-00001,PBMC,TNFa,0.01,24,3,1,BATCH-A,PLT-A-PBM-TNF-0000,DONOR-03,5.335,5.335,% vehicle ctrl,True,pass,1
222,OT-00001,PBMC,TNFa,0.01,24,3,2,BATCH-A,PLT-A-PBM-TNF-0000,DONOR-03,5.951,5.951,% vehicle ctrl,True,pass,1
223,OT-00001,PBMC,TNFa,0.1,24,1,1,BATCH-A,PLT-A-PBM-TNF-0001,DONOR-01,0.0,0.0,% vehicle ctrl,True,pass,1
224,OT-00001,PBMC,TNFa,0.1,24,1,2,BATCH-A,PLT-A-PBM-TNF-0001,DONOR-01,4.037,4.037,% vehicle ctrl,True,pass,1
225,OT-00001,PBMC,TNFa,0.1,24,2,1,BATCH-A,PLT-A-PBM-TNF-0001,DONOR-02,3.618,3.618,% vehicle ctrl,True,pass,1
226,OT-00001,PBMC,TNFa,0.1,24,2,2,BATCH-A,PLT-A-PBM-TNF-0001,DONOR-02,6.107,6.107,% vehicle ctrl,True,pass,1
227,OT-00001,PBMC,TNFa,0.1,24,3,1,BATCH-A,PLT-A-PBM-TNF-0001,DONOR-03,5.722,5.722,% vehicle ctrl,True,pass,1
228,OT-00001,PBMC,TNFa,0.1,24,3,2,BATCH-A,PLT-A-PBM-TNF-0001,DONOR-03,6.541,6.541,% vehicle ctrl,True,pass,1
229,OT-00001,PBMC,TNFa,1.0,24,1,1,BATCH-A,PLT-A-PBM-TNF-0010,DONOR-01,3.611,3.611,% vehicle ctrl,True,pass,1
230,OT-00001,PBMC,TNFa,1.0,24,1,2,BATCH-A,PLT-A-PBM-TNF-0010,DONOR-01,8.245,8.245,% vehicle ctrl,True,pass,1
231,OT-00001,PBMC,TNFa,1.0,24,2,1,BATCH-A,PLT-A-PBM-TNF-0010,DONOR-02,8.546,8.546,% vehicle ctrl,True,pass,1
232,OT-00001,PBMC,TNFa,1.0,24,2,2,BATCH-A,PLT-A-PBM-TNF-0010,DONOR-02,8.532,8.532,% vehicle ctrl,True,pass,1
233,OT-00001,PBMC,TNFa,1.0,24,3,1,BATCH-A,PLT-A-PBM-TNF-0010,DONOR-03,6.542,6.542,% vehicle ctrl,True,pass,1
234,OT-00001,PBMC,TNFa,1.0,24,3,2,BATCH-A,PLT-A-PBM-TNF-0010,DONOR-03,2.867,2.867,% vehicle ctrl,True,pass,1
235,OT-00001,PBMC,TNFa,10.0,24,1,1,BATCH-A,PLT-A-PBM-TNF-0100,DONOR-01,17.363,17.363,% vehicle ctrl,True,pass,1
236,OT-00001,PBMC,TNFa,10.0,24,1,2,BATCH-A,PLT-A-PBM-TNF-0100,DONOR-01,12.337,12.337,% vehicle ctrl,True,pass,1
237,OT-00001,PBMC,TNFa,10.0,24,2,1,BATCH-A,PLT-A-PBM-TNF-0100,DONOR-02,17.973,17.973,% vehicle ctrl,True,pass,1
238,OT-00001,PBMC,TNFa,10.0,24,2,2,BATCH-A,PLT-A-PBM-TNF-0100,DONOR-02,10.738,10.738,% vehicle ctrl,True,pass,1
239,OT-00001,PBMC,TNFa,10.0,24,3,1,BATCH-A,PLT-A-PBM-TNF-0100,DONOR-03,19.924,19.924,% vehicle ctrl,True,pass,1
240,OT-00001,PBMC,TNFa,10.0,24,3,2,BATCH-A,PLT-A-PBM-TNF-0100,DONOR-03,17.33,17.33,% vehicle ctrl,True,pass,1
241,OT-00001,PBMC,TNFa,50.0,24,1,1,BATCH-A,PLT-A-PBM-TNF-0500,DONOR-01,73.29,73.29,% vehicle ctrl,True,pass,1
242,OT-00001,PBMC,TNFa,50.0,24,1,2,BATCH-A,PLT-A-PBM-TNF-0500,DONOR-01,77.01,77.01,% vehicle ctrl,True,pass,1
243,OT-00001,PBMC,TNFa,50.0,24,2,1,BATCH-A,PLT-A-PBM-TNF-0500,DONOR-02,75.853,75.853,% vehicle ctrl,True,pass,1
244,OT-00001,PBMC,TNFa,50.0,24,2,2,BATCH-A,PLT-A-PBM-TNF-0500,DONOR-02,77.668,77.668,% vehicle ctrl,True,pass,1
245,OT-00001,PBMC,TNFa,50.0,24,3,1,BATCH-A,PLT-A-PBM-TNF-0500,DONOR-03,75.916,75.916,% vehicle ctrl,True,pass,1
246,OT-00001,PBMC,TNFa,50.0,24,3,2,BATCH-A,PLT-A-PBM-TNF-0500,DONOR-03,70.655,70.655,% vehicle ctrl,True,pass,1
247,OT-00001,PBMC,TNFa,100.0,24,1,1,BATCH-A,PLT-A-PBM-TNF-1000,DONOR-01,85.418,85.418,% vehicle ctrl,True,pass,1
248,OT-00001,PBMC,TNFa,100.0,24,1,2,BATCH-A,PLT-A-PBM-TNF-1000,DONOR-01,78.192,78.192,% vehicle ctrl,True,pass,1
249,OT-00001,PBMC,TNFa,100.0,24,2,1,BATCH-A,PLT-A-PBM-TNF-1000,DONOR-02,89.572,89.572,% vehicle ctrl,True,pass,1
250,OT-00001,PBMC,TNFa,100.0,24,2,2,BATCH-A,PLT-A-PBM-TNF-1000,DONOR-02,84.535,84.535,% vehicle ctrl,True,pass,1
251,OT-00001,PBMC,TNFa,100.0,24,3,1,BATCH-A,PLT-A-PBM-TNF-1000,DONOR-03,80.956,80.956,% vehicle ctrl,True,pass,1
252,OT-00001,PBMC,TNFa,100.0,24,3,2,BATCH-A,PLT-A-PBM-TNF-1000,DONOR-03,81.057,81.057,% vehicle ctrl,True,pass,1
253,OT-00001,PBMC,C3a,0.01,24,1,1,BATCH-A,PLT-A-PBM-C3a-0000,DONOR-01,17.407,17.407,% vehicle ctrl,True,pass,1
254,OT-00001,PBMC,C3a,0.01,24,1,2,BATCH-A,PLT-A-PBM-C3a-0000,DONOR-01,13.657,13.657,% vehicle ctrl,True,pass,1
255,OT-00001,PBMC,C3a,0.01,24,2,1,BATCH-A,PLT-A-PBM-C3a-0000,DONOR-02,14.559,14.559,% vehicle ctrl,True,pass,1
256,OT-00001,PBMC,C3a,0.01,24,2,2,BATCH-A,PLT-A-PBM-C3a-0000,DONOR-02,9.433,9.433,% vehicle ctrl,True,pass,1
257,OT-00001,PBMC,C3a,0.01,24,3,1,BATCH-A,PLT-A-PBM-C3a-0000,DONOR-03,13.591,13.591,% vehicle ctrl,True,pass,1
258,OT-00001,PBMC,C3a,0.01,24,3,2,BATCH-A,PLT-A-PBM-C3a-0000,DONOR-03,16.037,16.037,% vehicle ctrl,True,pass,1
259,OT-00001,PBMC,C3a,0.1,24,1,1,BATCH-A,PLT-A-PBM-C3a-0001,DONOR-01,14.121,14.121,% vehicle ctrl,True,pass,1
260,OT-00001,PBMC,C3a,0.1,24,1,2,BATCH-A,PLT-A-PBM-C3a-0001,DONOR-01,12.48,12.48,% vehicle ctrl,True,pass,1
261,OT-00001,PBMC,C3a,0.1,24,2,1,BATCH-A,PLT-A-PBM-C3a-0001,DONOR-02,12.717,12.717,% vehicle ctrl,True,pass,1
262,OT-00001,PBMC,C3a,0.1,24,2,2,BATCH-A,PLT-A-PBM-C3a-0001,DONOR-02,9.71,9.71,% vehicle ctrl,True,pass,1
263,OT-00001,PBMC,C3a,0.1,24,3,1,BATCH-A,PLT-A-PBM-C3a-0001,DONOR-03,14.025,14.025,% vehicle ctrl,True,pass,1
264,OT-00001,PBMC,C3a,0.1,24,3,2,BATCH-A,PLT-A-PBM-C3a-0001,DONOR-03,13.255,13.255,% vehicle ctrl,True,pass,1
265,OT-00001,PBMC,C3a,1.0,24,1,1,BATCH-A,PLT-A-PBM-C3a-0010,DONOR-01,17.237,17.237,% vehicle ctrl,True,pass,1
266,OT-00001,PBMC,C3a,1.0,24,1,2,BATCH-A,PLT-A-PBM-C3a-0010,DONOR-01,13.595,13.595,% vehicle ctrl,True,pass,1
267,OT-00001,PBMC,C3a,1.0,24,2,1,BATCH-A,PLT-A-PBM-C3a-0010,DONOR-02,10.531,10.531,% vehicle ctrl,True,pass,1
268,OT-00001,PBMC,C3a,1.0,24,2,2,BATCH-A,PLT-A-PBM-C3a-0010,DONOR-02,15.235,15.235,% vehicle ctrl,True,pass,1
269,OT-00001,PBMC,C3a,1.0,24,3,1,BATCH-A,PLT-A-PBM-C3a-0010,DONOR-03,16.965,16.965,% vehicle ctrl,True,pass,1
270,OT-00001,PBMC,C3a,1.0,24,3,2,BATCH-A,PLT-A-PBM-C3a-0010,DONOR-03,9.914,9.914,% vehicle ctrl,True,pass,1
271,OT-00001,PBMC,C3a,10.0,24,1,1,BATCH-A,PLT-A-PBM-C3a-0100,DONOR-01,23.653,23.653,% vehicle ctrl,True,pass,1
272,OT-00001,PBMC,C3a,10.0,24,1,2,BATCH-A,PLT-A-PBM-C3a-0100,DONOR-01,21.472,21.472,% vehicle ctrl,True,pass,1
273,OT-00001,PBMC,C3a,10.0,24,2,1,BATCH-A,PLT-A-PBM-C3a-0100,DONOR-02,21.316,21.316,% vehicle ctrl,True,pass,1
274,OT-00001,PBMC,C3a,10.0,24,2,2,BATCH-A,PLT-A-PBM-C3a-0100,DONOR-02,23.839,23.839,% vehicle ctrl,True,pass,1
275,OT-00001,PBMC,C3a,10.0,24,3,1,BATCH-A,PLT-A-PBM-C3a-0100,DONOR-03,23.96,23.96,% vehicle ctrl,True,pass,1
276,OT-00001,PBMC,C3a,10.0,24,3,2,BATCH-A,PLT-A-PBM-C3a-0100,DONOR-03,19.491,19.491,% vehicle ctrl,True,pass,1
277,OT-00001,PBMC,C3a,50.0,24,1,1,BATCH-A,PLT-A-PBM-C3a-0500,DONOR-01,60.629,60.629,% vehicle ctrl,True,pass,1
278,OT-00001,PBMC,C3a,50.0,24,1,2,BATCH-A,PLT-A-PBM-C3a-0500,DONOR-01,49.513,49.513,% vehicle ctrl,True,pass,1
279,OT-00001,PBMC,C3a,50.0,24,2,1,BATCH-A,PLT-A-PBM-C3a-0500,DONOR-02,57.865,57.865,% vehicle ctrl,True,pass,1
280,OT-00001,PBMC,C3a,50.0,24,2,2,BATCH-A,PLT-A-PBM-C3a-0500,DONOR-02,58.799,58.799,% vehicle ctrl,True,pass,1
281,OT-00001,PBMC,C3a,50.0,24,3,1,BATCH-A,PLT-A-PBM-C3a-0500,DONOR-03,50.118,50.118,% vehicle ctrl,True,pass,1
282,OT-00001,PBMC,C3a,50.0,24,3,2,BATCH-A,PLT-A-PBM-C3a-0500,DONOR-03,61.033,61.033,% vehicle ctrl,True,pass,1
283,OT-00001,PBMC,C3a,100.0,24,1,1,BATCH-A,PLT-A-PBM-C3a-1000,DONOR-01,68.554,68.554,% vehicle ctrl,True,pass,1
284,OT-00001,PBMC,C3a,100.0,24,1,2,BATCH-A,PLT-A-PBM-C3a-1000,DONOR-01,67.608,67.608,% vehicle ctrl,True,pass,1
285,OT-00001,PBMC,C3a,100.0,24,2,1,BATCH-A,PLT-A-PBM-C3a-1000,DONOR-02,77.824,77.824,% vehicle ctrl,True,pass,1
286,OT-00001,PBMC,C3a,100.0,24,2,2,BATCH-A,PLT-A-PBM-C3a-1000,DONOR-02,72.433,72.433,% vehicle ctrl,True,pass,1
287,OT-00001,PBMC,C3a,100.0,24,3,1,BATCH-A,PLT-A-PBM-C3a-1000,DONOR-03,73.369,73.369,% vehicle ctrl,True,pass,1
288,OT-00001,PBMC,C3a,100.0,24,3,2,BATCH-A,PLT-A-PBM-C3a-1000,DONOR-03,70.638,70.638,% vehicle ctrl,True,pass,1
289,OT-00001,PBMC,C5a,0.01,24,1,1,BATCH-A,PLT-A-PBM-C5a-0000,DONOR-01,6.488,6.488,% vehicle ctrl,True,pass,1
290,OT-00001,PBMC,C5a,0.01,24,1,2,BATCH-A,PLT-A-PBM-C5a-0000,DONOR-01,2.917,2.917,% vehicle ctrl,True,pass,1
291,OT-00001,PBMC,C5a,0.01,24,2,1,BATCH-A,PLT-A-PBM-C5a-0000,DONOR-02,4.054,4.054,% vehicle ctrl,True,pass,1
292,OT-00001,PBMC,C5a,0.01,24,2,2,BATCH-A,PLT-A-PBM-C5a-0000,DONOR-02,1.165,1.165,% vehicle ctrl,True,pass,1
293,OT-00001,PBMC,C5a,0.01,24,3,1,BATCH-A,PLT-A-PBM-C5a-0000,DONOR-03,4.199,4.199,% vehicle ctrl,True,pass,1
294,OT-00001,PBMC,C5a,0.01,24,3,2,BATCH-A,PLT-A-PBM-C5a-0000,DONOR-03,0.0,0.0,% vehicle ctrl,True,pass,1
295,OT-00001,PBMC,C5a,0.1,24,1,1,BATCH-A,PLT-A-PBM-C5a-0001,DONOR-01,3.502,3.502,% vehicle ctrl,True,pass,1
296,OT-00001,PBMC,C5a,0.1,24,1,2,BATCH-A,PLT-A-PBM-C5a-0001,DONOR-01,4.106,4.106,% vehicle ctrl,True,pass,1
297,OT-00001,PBMC,C5a,0.1,24,2,1,BATCH-A,PLT-A-PBM-C5a-0001,DONOR-02,6.861,6.861,% vehicle ctrl,True,pass,1
298,OT-00001,PBMC,C5a,0.1,24,2,2,BATCH-A,PLT-A-PBM-C5a-0001,DONOR-02,0.642,0.642,% vehicle ctrl,True,pass,1
299,OT-00001,PBMC,C5a,0.1,24,3,1,BATCH-A,PLT-A-PBM-C5a-0001,DONOR-03,5.166,5.166,% vehicle ctrl,True,pass,1
300,OT-00001,PBMC,C5a,0.1,24,3,2,BATCH-A,PLT-A-PBM-C5a-0001,DONOR-03,2.737,2.737,% vehicle ctrl,True,pass,1
301,OT-00001,PBMC,C5a,1.0,24,1,1,BATCH-A,PLT-A-PBM-C5a-0010,DONOR-01,0.0,0.0,% vehicle ctrl,True,pass,1
302,OT-00001,PBMC,C5a,1.0,24,1,2,BATCH-A,PLT-A-PBM-C5a-0010,DONOR-01,2.548,2.548,% vehicle ctrl,True,pass,1
303,OT-00001,PBMC,C5a,1.0,24,2,1,BATCH-A,PLT-A-PBM-C5a-0010,DONOR-02,4.331,4.331,% vehicle ctrl,True,pass,1
304,OT-00001,PBMC,C5a,1.0,24,2,2,BATCH-A,PLT-A-PBM-C5a-0010,DONOR-02,7.291,7.291,% vehicle ctrl,True,pass,1
305,OT-00001,PBMC,C5a,1.0,24,3,1,BATCH-A,PLT-A-PBM-C5a-0010,DONOR-03,1.671,1.671,% vehicle ctrl,True,pass,1
306,OT-00001,PBMC,C5a,1.0,24,3,2,BATCH-A,PLT-A-PBM-C5a-0010,DONOR-03,0.0,0.0,% vehicle ctrl,True,pass,1
307,OT-00001,PBMC,C5a,10.0,24,1,1,BATCH-A,PLT-A-PBM-C5a-0100,DONOR-01,30.232,30.232,% vehicle ctrl,True,pass,1
308,OT-00001,PBMC,C5a,10.0,24,1,2,BATCH-A,PLT-A-PBM-C5a-0100,DONOR-01,34.349,34.349,% vehicle ctrl,True,pass,1
309,OT-00001,PBMC,C5a,10.0,24,2,1,BATCH-A,PLT-A-PBM-C5a-0100,DONOR-02,36.032,36.032,% vehicle ctrl,True,pass,1
310,OT-00001,PBMC,C5a,10.0,24,2,2,BATCH-A,PLT-A-PBM-C5a-0100,DONOR-02,26.219,26.219,% vehicle ctrl,True,pass,1
311,OT-00001,PBMC,C5a,10.0,24,3,1,BATCH-A,PLT-A-PBM-C5a-0100,DONOR-03,26.385,26.385,% vehicle ctrl,True,pass,1
312,OT-00001,PBMC,C5a,10.0,24,3,2,BATCH-A,PLT-A-PBM-C5a-0100,DONOR-03,31.554,31.554,% vehicle ctrl,True,pass,1
313,OT-00001,PBMC,C5a,50.0,24,1,1,BATCH-A,PLT-A-PBM-C5a-0500,DONOR-01,80.547,80.547,% vehicle ctrl,True,pass,1
314,OT-00001,PBMC,C5a,50.0,24,1,2,BATCH-A,PLT-A-PBM-C5a-0500,DONOR-01,86.768,86.768,% vehicle ctrl,True,pass,1
315,OT-00001,PBMC,C5a,50.0,24,2,1,BATCH-A,PLT-A-PBM-C5a-0500,DONOR-02,84.705,84.705,% vehicle ctrl,True,pass,1
316,OT-00001,PBMC,C5a,50.0,24,2,2,BATCH-A,PLT-A-PBM-C5a-0500,DONOR-02,74.719,74.719,% vehicle ctrl,True,pass,1
317,OT-00001,PBMC,C5a,50.0,24,3,1,BATCH-A,PLT-A-PBM-C5a-0500,DONOR-03,78.424,78.424,% vehicle ctrl,True,pass,1
318,OT-00001,PBMC,C5a,50.0,24,3,2,BATCH-A,PLT-A-PBM-C5a-0500,DONOR-03,78.861,78.861,% vehicle ctrl,True,pass,1
319,OT-00001,PBMC,C5a,100.0,24,1,1,BATCH-A,PLT-A-PBM-C5a-1000,DONOR-01,87.801,87.801,% vehicle ctrl,True,pass,1
320,OT-00001,PBMC,C5a,100.0,24,1,2,BATCH-A,PLT-A-PBM-C5a-1000,DONOR-01,83.307,83.307,% vehicle ctrl,True,pass,1
321,OT-00001,PBMC,C5a,100.0,24,2,1,BATCH-A,PLT-A-PBM-C5a-1000,DONOR-02,82.691,82.691,% vehicle ctrl,True,pass,1
322,OT-00001,PBMC,C5a,100.0,24,2,2,BATCH-A,PLT-A-PBM-C5a-1000,DONOR-02,85.774,85.774,% vehicle ctrl,True,pass,1
323,OT-00001,PBMC,C5a,100.0,24,3,1,BATCH-A,PLT-A-PBM-C5a-1000,DONOR-03,87.939,87.939,% vehicle ctrl,True,pass,1
324,OT-00001,PBMC,C5a,100.0,24,3,2,BATCH-A,PLT-A-PBM-C5a-1000,DONOR-03,82.306,82.306,% vehicle ctrl,True,pass,1
325,OT-00001,PBMC,TLR9_activation,0.01,24,1,1,BATCH-A,PLT-A-PBM-TLR-0000,DONOR-01,18.645,18.645,% vehicle ctrl,True,pass,1
